Date,Campaign,Spend,Clicks,Impressions,Conversions
2024-01-15,Search_Generic,289.0,257,7226,7
2024-01-15,PerformanceMax_Revenue,374.73,334,9369,9
2024-01-16,Search_Brand,569.75,457,12795,12
2024-01-16,Search_Generic,564.31,453,12673,12
2024-01-16,PerformanceMax_Revenue,736.13,591,16532,16
2024-01-17,Search_Brand,407.21,346,8709,9
2024-01-17,Search_Generic,442.65,376,9467,10
2024-01-17,PerformanceMax_Revenue,530.86,451,11354,12
2024-01-18,Search_Brand,451.29,373,10764,9
2024-01-18,Search_Generic,469.41,388,11196,10
2024-01-18,PerformanceMax_Revenue,689.86,571,16454,15
2024-01-19,Search_Brand,408.64,319,8902,9
2024-01-19,Search_Generic,416.68,325,9077,10
2024-01-19,PerformanceMax_Revenue,428.58,334,9336,10
2024-01-20,Search_Brand,263.88,211,5749,5
2024-01-20,Search_Generic,285.83,229,6228,5
2024-01-20,PerformanceMax_Revenue,350.08,280,7627,7
2024-01-21,Search_Brand,412.9,347,9783,10
2024-01-21,Search_Generic,558.49,470,13232,14
2024-01-21,PerformanceMax_Revenue,539.17,454,12775,13
2024-01-22,Search_Brand,585.98,507,15061,14
2024-01-22,Search_Generic,483.43,418,12426,11
2024-01-22,PerformanceMax_Revenue,591.59,511,15206,14
2024-01-23,Search_Brand,412.57,377,10607,9
2024-01-23,Search_Generic,472.21,431,12140,10
2024-01-23,PerformanceMax_Revenue,614.11,561,15788,14
2024-01-24,Search_Brand,406.36,349,9131,9
2024-01-24,Search_Generic,477.44,410,10729,11
2024-01-24,PerformanceMax_Revenue,514.88,442,11570,12
2024-01-25,Search_Brand,390.8,328,10287,7
2024-01-25,Search_Generic,374.38,314,9855,7
2024-01-25,PerformanceMax_Revenue,658.17,553,17326,12
2024-01-26,Search_Brand,474.76,412,11653,11
2024-01-26,Search_Generic,378.11,328,9281,9
2024-01-26,PerformanceMax_Revenue,699.32,607,17165,17
2024-01-27,Search_Brand,362.51,303,9230,8
2024-01-27,Search_Generic,296.97,248,7561,7
2024-01-27,PerformanceMax_Revenue,389.7,326,9922,9
2024-01-28,Search_Brand,531.49,441,11436,11
2024-01-28,Search_Generic,348.03,288,7488,7
2024-01-28,PerformanceMax_Revenue,542.01,450,11662,11
2024-01-29,Search_Brand,363.12,305,10037,8
2024-01-29,Search_Generic,568.27,478,15708,13
2024-01-29,PerformanceMax_Revenue,602.8,507,16663,14
2024-01-30,Search_Brand,456.8,391,11735,12
2024-01-30,Search_Generic,430.3,368,11054,11
2024-01-30,PerformanceMax_Revenue,759.8,650,19520,20
2024-01-31,Search_Brand,456.64,377,10455,9
2024-01-31,Search_Generic,518.5,428,11872,11
2024-01-31,PerformanceMax_Revenue,607.08,502,13900,13
2024-02-01,Search_Brand,623.99,510,12859,12
2024-02-01,Search_Generic,760.38,622,15669,15
2024-02-01,PerformanceMax_Revenue,725.25,593,14945,15
2024-02-02,Search_Brand,488.96,426,12259,13
2024-02-02,Search_Generic,365.03,318,9151,9
2024-02-02,PerformanceMax_Revenue,458.44,400,11493,12
2024-02-03,Search_Brand,461.86,363,10903,11
2024-02-03,Search_Generic,280.46,220,6621,7
2024-02-03,PerformanceMax_Revenue,377.74,297,8917,9
2024-02-04,Search_Brand,558.37,467,11492,13
2024-02-04,Search_Generic,435.98,364,8973,10
2024-02-04,PerformanceMax_Revenue,486.85,407,10020,11
2024-02-05,Search_Brand,422.54,351,11476,10
2024-02-05,Search_Generic,328.04,273,8910,7
2024-02-05,PerformanceMax_Revenue,569.12,473,15458,13
2024-02-06,Search_Brand,524.43,424,14940,12
2024-02-06,Search_Generic,499.59,404,14232,12
2024-02-06,PerformanceMax_Revenue,615.41,497,17532,15
2024-02-07,Search_Brand,401.67,331,9121,8
2024-02-07,Search_Generic,334.32,275,7592,7
2024-02-07,PerformanceMax_Revenue,434.79,358,9873,9
2024-02-08,Search_Brand,391.97,313,9372,8
2024-02-08,Search_Generic,516.62,413,12353,11
2024-02-08,PerformanceMax_Revenue,576.53,461,13786,12
2024-02-09,Search_Brand,393.44,323,10142,9
2024-02-09,Search_Generic,363.1,298,9360,8
2024-02-09,PerformanceMax_Revenue,636.74,524,16414,15
2024-02-10,Search_Brand,465.76,398,10727,12
2024-02-10,Search_Generic,372.21,318,8573,9
2024-02-10,PerformanceMax_Revenue,625.19,534,14400,16
2024-02-11,Search_Brand,352.56,289,8095,8
2024-02-11,Search_Generic,379.68,311,8718,9
2024-02-11,PerformanceMax_Revenue,466.15,382,10703,11
2024-02-12,Search_Brand,450.74,394,11837,10
2024-02-12,Search_Generic,437.82,382,11498,9
2024-02-12,PerformanceMax_Revenue,575.27,503,15107,12
2024-02-13,Search_Brand,426.63,353,11357,11
2024-02-13,Search_Generic,457.28,379,12173,11
2024-02-13,PerformanceMax_Revenue,595.88,494,15862,15
2024-02-14,Search_Brand,379.66,316,8419,8
2024-02-14,Search_Generic,364.79,304,8090,8
2024-02-14,PerformanceMax_Revenue,520.91,434,11552,11
2024-02-15,Search_Brand,582.01,489,13236,13
2024-02-15,Search_Generic,422.42,354,9606,9
2024-02-15,PerformanceMax_Revenue,616.77,518,14026,13
2024-02-16,Search_Brand,346.52,290,8364,8
2024-02-16,Search_Generic,354.62,297,8560,8
2024-02-16,PerformanceMax_Revenue,471.95,395,11392,11
2024-02-17,Search_Brand,434.6,392,9691,12
2024-02-17,Search_Generic,411.42,371,9174,11
2024-02-17,PerformanceMax_Revenue,652.62,590,14553,18
2024-02-18,Search_Brand,443.16,377,11885,10
2024-02-18,Search_Generic,343.09,292,9201,8
2024-02-18,PerformanceMax_Revenue,536.85,457,14398,13
2024-02-19,Search_Brand,298.5,247,8137,7
2024-02-19,Search_Generic,329.73,273,8989,7
2024-02-19,PerformanceMax_Revenue,462.69,383,12613,11
2024-02-20,Search_Brand,440.36,364,11068,10
2024-02-20,Search_Generic,477.58,395,12003,11
2024-02-20,PerformanceMax_Revenue,631.87,522,15881,14
2024-02-21,Search_Brand,456.05,396,11386,10
2024-02-21,Search_Generic,541.53,471,13520,12
2024-02-21,PerformanceMax_Revenue,630.82,549,15750,15
2024-02-22,Search_Brand,472.53,373,10464,10
2024-02-22,Search_Generic,463.96,367,10275,10
2024-02-22,PerformanceMax_Revenue,540.39,427,11967,12
2024-02-23,Search_Brand,409.98,354,10340,7
2024-02-23,Search_Generic,596.99,516,15057,11
2024-02-23,PerformanceMax_Revenue,509.65,440,12854,9
2024-02-24,Search_Brand,414.32,331,9201,8
2024-02-24,Search_Generic,533.15,426,11840,11
2024-02-24,PerformanceMax_Revenue,528.59,423,11739,11
2024-02-25,Search_Brand,527.1,431,13809,12
2024-02-25,Search_Generic,395.57,323,10363,9
2024-02-25,PerformanceMax_Revenue,609.62,499,15971,13
2024-02-26,Search_Brand,410.68,351,8935,8
2024-02-26,Search_Generic,560.79,479,12202,12
2024-02-26,PerformanceMax_Revenue,508.85,435,11072,11
2024-02-27,Search_Brand,464.97,360,10378,10
2024-02-27,Search_Generic,546.46,423,12197,11
2024-02-27,PerformanceMax_Revenue,603.0,467,13459,13
2024-02-28,Search_Brand,509.71,446,11654,12
2024-02-28,Search_Generic,445.43,390,10184,10
2024-02-28,PerformanceMax_Revenue,647.59,567,14807,15
2024-02-29,Search_Brand,585.06,469,13026,14
2024-02-29,Search_Generic,635.13,509,14141,15
2024-02-29,PerformanceMax_Revenue,613.72,492,13664,15
2024-03-01,Search_Brand,349.12,279,7673,8
2024-03-01,Search_Generic,340.98,272,7495,8
2024-03-01,PerformanceMax_Revenue,438.01,350,9627,10
2024-03-02,Search_Brand,352.1,301,8219,7
2024-03-02,Search_Generic,485.36,415,11330,10
2024-03-02,PerformanceMax_Revenue,418.85,358,9778,9
2024-03-03,Search_Brand,400.17,314,8666,8
2024-03-03,Search_Generic,318.21,250,6891,6
2024-03-03,PerformanceMax_Revenue,412.94,325,8943,8
2024-03-04,Search_Brand,438.31,369,9993,10
2024-03-04,Search_Generic,357.12,300,8142,8
2024-03-04,PerformanceMax_Revenue,487.24,410,11109,11
2024-03-05,Search_Brand,508.55,418,10737,11
2024-03-05,Search_Generic,523.04,430,11043,11
2024-03-05,PerformanceMax_Revenue,815.69,671,17222,17
2024-03-06,Search_Brand,735.1,605,17026,17
2024-03-06,Search_Generic,515.9,425,11949,12
2024-03-06,PerformanceMax_Revenue,804.79,663,18640,18
2024-03-07,Search_Brand,472.16,395,10651,10
2024-03-07,Search_Generic,410.19,343,9253,9
2024-03-07,PerformanceMax_Revenue,569.29,476,12842,12
2024-03-08,Search_Brand,615.42,495,14276,12
2024-03-08,Search_Generic,435.11,350,10093,9
2024-03-08,PerformanceMax_Revenue,686.94,553,15935,14
2024-03-09,Search_Brand,358.13,288,7342,8
2024-03-09,Search_Generic,389.7,314,7989,8
2024-03-09,PerformanceMax_Revenue,536.49,432,10999,12
2024-03-10,Search_Brand,530.27,476,14452,13
2024-03-10,Search_Generic,325.82,292,8880,8
2024-03-10,PerformanceMax_Revenue,635.17,570,17311,16
2024-03-11,Search_Brand,433.71,342,8483,8
2024-03-11,Search_Generic,399.48,315,7813,8
2024-03-11,PerformanceMax_Revenue,587.21,464,11485,11
2024-03-12,Search_Brand,666.36,596,17101,17
2024-03-12,Search_Generic,610.11,546,15657,16
2024-03-12,PerformanceMax_Revenue,738.97,661,18964,19
2024-03-13,Search_Brand,544.16,434,14154,11
2024-03-13,Search_Generic,614.06,490,15972,12
2024-03-13,PerformanceMax_Revenue,713.79,570,18566,14
2024-03-14,Search_Brand,736.36,586,16563,16
2024-03-14,Search_Generic,737.41,586,16587,16
2024-03-14,PerformanceMax_Revenue,721.77,574,16235,16
2024-03-15,Search_Brand,382.56,333,10132,9
2024-03-15,Search_Generic,320.87,280,8498,8
2024-03-15,PerformanceMax_Revenue,353.32,308,9357,8
2024-03-16,Search_Brand,370.58,313,8367,8
2024-03-16,Search_Generic,401.7,340,9069,9
2024-03-16,PerformanceMax_Revenue,477.4,404,10779,11
2024-03-17,Search_Brand,354.79,309,9375,8
2024-03-17,Search_Generic,399.98,349,10569,10
2024-03-17,PerformanceMax_Revenue,548.45,478,14492,13
2024-03-18,Search_Brand,563.79,473,14076,12
2024-03-18,Search_Generic,585.29,491,14612,12
2024-03-18,PerformanceMax_Revenue,637.11,535,15906,14
2024-03-19,Search_Brand,556.97,469,16019,12
2024-03-19,Search_Generic,473.12,399,13608,11
2024-03-19,PerformanceMax_Revenue,692.84,584,19927,16
2024-03-20,Search_Brand,428.18,345,10269,9
2024-03-20,Search_Generic,364.7,294,8747,8
2024-03-20,PerformanceMax_Revenue,595.76,480,14289,13
2024-03-21,Search_Brand,635.68,502,18108,13
2024-03-21,Search_Generic,456.42,360,13001,9
2024-03-21,PerformanceMax_Revenue,613.93,484,17488,12
2024-03-22,Search_Brand,558.95,439,14541,12
2024-03-22,Search_Generic,383.23,301,9970,8
2024-03-22,PerformanceMax_Revenue,512.45,403,13332,11
2024-03-23,Search_Brand,403.79,344,9236,8
2024-03-23,Search_Generic,456.03,388,10431,9
2024-03-23,PerformanceMax_Revenue,529.68,451,12116,10
2024-03-24,Search_Brand,504.76,424,11356,11
2024-03-24,Search_Generic,476.98,400,10731,10
2024-03-24,PerformanceMax_Revenue,568.3,477,12786,12
2024-03-25,Search_Brand,478.1,428,11804,11
2024-03-25,Search_Generic,509.42,456,12577,12
2024-03-25,PerformanceMax_Revenue,500.61,448,12359,12
2024-03-26,Search_Brand,594.04,511,15949,13
2024-03-26,Search_Generic,520.52,448,13975,12
2024-03-26,PerformanceMax_Revenue,569.39,490,15287,13
2024-03-27,Search_Brand,528.75,423,12152,11
2024-03-27,Search_Generic,500.32,400,11498,10
2024-03-27,PerformanceMax_Revenue,666.49,533,15318,14
2024-03-28,Search_Brand,457.63,357,10206,9
2024-03-28,Search_Generic,552.85,431,12329,11
2024-03-28,PerformanceMax_Revenue,575.76,449,12840,12
2024-03-29,Search_Brand,356.9,313,9942,8
2024-03-29,Search_Generic,326.92,287,9107,8
2024-03-29,PerformanceMax_Revenue,442.84,388,12336,11
2024-03-30,Search_Brand,546.47,466,11816,13
2024-03-30,Search_Generic,398.12,340,8608,10
2024-03-30,PerformanceMax_Revenue,694.27,593,15012,17
2024-03-31,Search_Brand,481.94,401,10681,10
2024-03-31,Search_Generic,502.44,419,11135,11
2024-03-31,PerformanceMax_Revenue,580.24,483,12859,12
2024-04-01,Search_Brand,489.24,402,11731,10
2024-04-01,Search_Generic,540.9,445,12969,11
2024-04-01,PerformanceMax_Revenue,626.92,516,15032,13
2024-04-02,Search_Brand,446.67,385,10978,9
2024-04-02,Search_Generic,557.03,480,13690,12
2024-04-02,PerformanceMax_Revenue,749.76,646,18427,16
2024-04-03,Search_Brand,651.38,533,14971,14
2024-04-03,Search_Generic,565.98,463,13008,12
2024-04-03,PerformanceMax_Revenue,738.46,604,16973,16
2024-04-04,Search_Brand,396.24,336,11660,8
2024-04-04,Search_Generic,486.9,413,14327,11
2024-04-04,PerformanceMax_Revenue,532.68,452,15675,12
2024-04-05,Search_Brand,367.46,306,8935,8
2024-04-05,Search_Generic,476.88,397,11596,10
2024-04-05,PerformanceMax_Revenue,463.89,386,11280,10
2024-04-06,Search_Brand,381.83,310,9434,7
2024-04-06,Search_Generic,387.07,315,9564,7
2024-04-06,PerformanceMax_Revenue,460.9,375,11388,9
2024-04-07,Search_Brand,420.39,349,10938,9
2024-04-07,Search_Generic,359.16,299,9345,8
2024-04-07,PerformanceMax_Revenue,536.68,446,13963,11
2024-04-08,Search_Brand,611.73,519,15195,14
2024-04-08,Search_Generic,551.28,467,13693,12
2024-04-08,PerformanceMax_Revenue,673.06,571,16719,15
2024-04-09,Search_Brand,542.79,454,11246,13
2024-04-09,Search_Generic,413.12,345,8559,9
2024-04-09,PerformanceMax_Revenue,569.45,476,11798,13
2024-04-10,Search_Brand,382.0,319,8653,8
2024-04-10,Search_Generic,501.61,419,11362,10
2024-04-10,PerformanceMax_Revenue,585.87,490,13271,12
2024-04-11,Search_Brand,464.42,392,11801,10
2024-04-11,Search_Generic,410.98,347,10443,9
2024-04-11,PerformanceMax_Revenue,703.74,595,17883,15
2024-04-12,Search_Brand,363.59,306,8335,7
2024-04-12,Search_Generic,385.21,324,8831,8
2024-04-12,PerformanceMax_Revenue,601.1,505,13780,12
2024-04-13,Search_Brand,343.39,268,6840,7
2024-04-13,Search_Generic,291.15,227,5799,6
2024-04-13,PerformanceMax_Revenue,479.65,374,9554,10
2024-04-14,Search_Brand,501.57,408,10803,10
2024-04-14,Search_Generic,378.78,308,8158,8
2024-04-14,PerformanceMax_Revenue,466.63,379,10051,9
2024-04-15,Search_Brand,602.96,508,14452,14
2024-04-15,Search_Generic,554.22,467,13284,13
2024-04-15,PerformanceMax_Revenue,571.36,481,13695,13
2024-04-16,Search_Brand,674.68,546,16521,13
2024-04-16,Search_Generic,553.37,447,13551,10
2024-04-16,PerformanceMax_Revenue,835.56,676,20461,16
2024-04-17,Search_Brand,554.98,468,12640,12
2024-04-17,Search_Generic,455.9,385,10383,10
2024-04-17,PerformanceMax_Revenue,753.77,636,17168,17
2024-04-18,Search_Brand,595.91,473,13078,13
2024-04-18,Search_Generic,515.45,409,11312,11
2024-04-18,PerformanceMax_Revenue,707.93,562,15536,15
2024-04-19,Search_Brand,360.39,295,7844,8
2024-04-19,Search_Generic,449.42,368,9781,10
2024-04-19,PerformanceMax_Revenue,482.96,396,10511,11
2024-04-20,Search_Brand,321.76,269,7292,8
2024-04-20,Search_Generic,362.54,303,8216,10
2024-04-20,PerformanceMax_Revenue,328.86,275,7453,9
2024-04-21,Search_Brand,508.0,415,10890,11
2024-04-21,Search_Generic,405.27,331,8688,9
2024-04-21,PerformanceMax_Revenue,489.16,400,10486,11
2024-04-22,Search_Brand,546.31,486,14579,12
2024-04-22,Search_Generic,530.31,472,14152,11
2024-04-22,PerformanceMax_Revenue,569.4,507,15195,12
2024-04-23,Search_Brand,990.45,865,22225,24
2024-04-23,Search_Generic,887.53,775,19916,21
2024-04-23,PerformanceMax_Revenue,842.48,736,18905,20
2024-04-24,Search_Brand,663.83,581,16346,13
2024-04-24,Search_Generic,590.86,517,14549,12
2024-04-24,PerformanceMax_Revenue,616.08,539,15170,12
2024-04-25,Search_Brand,611.93,506,12288,13
2024-04-25,Search_Generic,593.93,491,11927,13
2024-04-25,PerformanceMax_Revenue,578.36,478,11614,13
2024-04-26,Search_Brand,547.52,425,12911,11
2024-04-26,Search_Generic,404.35,314,9535,8
2024-04-26,PerformanceMax_Revenue,558.48,433,13170,11
2024-04-27,Search_Brand,349.9,266,6631,7
2024-04-27,Search_Generic,361.21,275,6845,8
2024-04-27,PerformanceMax_Revenue,487.12,371,9231,11
2024-04-28,Search_Brand,523.63,424,11935,11
2024-04-28,Search_Generic,497.84,403,11347,10
2024-04-28,PerformanceMax_Revenue,735.35,596,16761,15
2024-04-29,Search_Brand,571.63,466,14116,12
2024-04-29,Search_Generic,669.16,546,16525,14
2024-04-29,PerformanceMax_Revenue,711.65,580,17574,15
2024-04-30,Search_Brand,479.23,431,12867,11
2024-04-30,Search_Generic,597.41,538,16040,14
2024-04-30,PerformanceMax_Revenue,851.07,766,22851,20
2024-05-01,Search_Brand,526.47,448,13185,13
2024-05-01,Search_Generic,488.25,416,12228,12
2024-05-01,PerformanceMax_Revenue,518.9,442,12995,13
2024-05-02,Search_Brand,574.78,495,13647,13
2024-05-02,Search_Generic,559.85,482,13293,13
2024-05-02,PerformanceMax_Revenue,767.24,660,18217,17
2024-05-03,Search_Brand,442.6,378,10349,11
2024-05-03,Search_Generic,313.77,268,7337,8
2024-05-03,PerformanceMax_Revenue,463.26,396,10832,12
2024-05-04,Search_Brand,381.92,320,9625,9
2024-05-04,Search_Generic,427.68,358,10778,10
2024-05-04,PerformanceMax_Revenue,585.29,490,14751,14
2024-05-05,Search_Brand,574.63,488,13983,13
2024-05-05,Search_Generic,517.64,439,12596,12
2024-05-05,PerformanceMax_Revenue,593.08,504,14432,14
2024-05-06,Search_Brand,534.05,484,11699,13
2024-05-06,Search_Generic,387.93,352,8498,10
2024-05-06,PerformanceMax_Revenue,461.82,419,10117,12
2024-05-07,Search_Brand,616.2,497,12386,14
2024-05-07,Search_Generic,450.55,363,9056,10
2024-05-07,PerformanceMax_Revenue,638.17,515,12828,14
2024-05-08,Search_Brand,486.81,424,11695,10
2024-05-08,Search_Generic,558.02,486,13406,11
2024-05-08,PerformanceMax_Revenue,679.03,592,16313,14
2024-05-09,Search_Brand,417.33,344,9805,9
2024-05-09,Search_Generic,474.22,391,11142,10
2024-05-09,PerformanceMax_Revenue,664.87,548,15622,14
2024-05-10,Search_Brand,442.04,338,9580,9
2024-05-10,Search_Generic,423.82,324,9185,9
2024-05-10,PerformanceMax_Revenue,390.77,299,8469,8
2024-05-11,Search_Brand,362.2,313,8517,8
2024-05-11,Search_Generic,450.28,390,10589,10
2024-05-11,PerformanceMax_Revenue,590.37,511,13883,14
2024-05-12,Search_Brand,377.86,351,11017,8
2024-05-12,Search_Generic,404.39,376,11790,9
2024-05-12,PerformanceMax_Revenue,391.06,364,11402,9
2024-05-13,Search_Brand,446.87,376,11007,10
2024-05-13,Search_Generic,432.72,364,10659,10
2024-05-13,PerformanceMax_Revenue,687.08,579,16924,16
2024-05-14,Search_Brand,420.48,334,11168,10
2024-05-14,Search_Generic,484.52,386,12869,12
2024-05-14,PerformanceMax_Revenue,648.52,516,17225,16
2024-05-15,Search_Brand,567.63,437,12079,13
2024-05-15,Search_Generic,777.19,598,16538,18
2024-05-15,PerformanceMax_Revenue,1057.47,814,22503,24
2024-05-16,Search_Brand,392.18,344,9323,9
2024-05-16,Search_Generic,503.9,442,11979,12
2024-05-16,PerformanceMax_Revenue,494.85,434,11764,11
2024-05-17,Search_Brand,365.18,297,8879,8
2024-05-17,Search_Generic,466.24,380,11337,11
2024-05-17,PerformanceMax_Revenue,471.78,384,11471,11
2024-05-18,Search_Brand,374.38,318,8005,8
2024-05-18,Search_Generic,408.35,346,8732,9
2024-05-18,PerformanceMax_Revenue,641.8,545,13724,14
2024-05-19,Search_Brand,352.05,294,9399,7
2024-05-19,Search_Generic,488.11,408,13033,9
2024-05-19,PerformanceMax_Revenue,390.6,326,10429,7
2024-05-20,Search_Brand,556.2,417,13637,10
2024-05-20,Search_Generic,635.78,477,15588,12
2024-05-20,PerformanceMax_Revenue,538.92,404,13213,10
2024-05-21,Search_Brand,807.42,717,20111,22
2024-05-21,Search_Generic,520.47,462,12964,14
2024-05-21,PerformanceMax_Revenue,766.65,681,19096,21
2024-05-22,Search_Brand,477.41,393,10321,10
2024-05-22,Search_Generic,431.67,355,9332,9
2024-05-22,PerformanceMax_Revenue,482.07,397,10422,10
2024-05-23,Search_Brand,498.73,407,10173,11
2024-05-23,Search_Generic,540.43,441,11023,12
2024-05-23,PerformanceMax_Revenue,637.04,520,12994,14
2024-05-24,Search_Brand,584.88,466,13867,12
2024-05-24,Search_Generic,375.53,299,8903,7
2024-05-24,PerformanceMax_Revenue,535.55,426,12697,11
2024-05-25,Search_Brand,416.24,345,9029,10
2024-05-25,Search_Generic,494.82,410,10733,13
2024-05-25,PerformanceMax_Revenue,757.59,628,16433,19
2024-05-26,Search_Brand,287.91,236,6789,7
2024-05-26,Search_Generic,419.34,344,9888,10
2024-05-26,PerformanceMax_Revenue,474.48,390,11189,11
2024-05-27,Search_Brand,343.29,290,8426,9
2024-05-27,Search_Generic,360.41,305,8846,9
2024-05-27,PerformanceMax_Revenue,604.84,511,14846,16
2024-05-28,Search_Brand,670.96,552,14680,14
2024-05-28,Search_Generic,598.87,493,13103,13
2024-05-28,PerformanceMax_Revenue,642.24,529,14052,14
2024-05-29,Search_Brand,525.07,443,12005,12
2024-05-29,Search_Generic,638.96,539,14609,15
2024-05-29,PerformanceMax_Revenue,805.67,680,18421,19
2024-05-30,Search_Brand,491.65,399,13186,9
2024-05-30,Search_Generic,460.38,373,12348,9
2024-05-30,PerformanceMax_Revenue,752.53,610,20184,14
2024-05-31,Search_Brand,474.6,401,10183,12
2024-05-31,Search_Generic,458.35,387,9834,11
2024-05-31,PerformanceMax_Revenue,522.06,441,11201,13
2024-06-01,Search_Brand,424.44,348,8896,8
2024-06-01,Search_Generic,304.84,250,6389,6
2024-06-01,PerformanceMax_Revenue,464.13,380,9728,9
2024-06-02,Search_Brand,567.82,473,14301,13
2024-06-02,Search_Generic,379.86,316,9567,8
2024-06-02,PerformanceMax_Revenue,546.7,456,13769,12
2024-06-03,Search_Brand,438.62,349,9646,8
2024-06-03,Search_Generic,641.03,510,14098,12
2024-06-03,PerformanceMax_Revenue,769.8,612,16930,15
2024-06-04,Search_Brand,487.89,407,11164,10
2024-06-04,Search_Generic,393.29,328,9000,8
2024-06-04,PerformanceMax_Revenue,685.71,572,15691,15
2024-06-05,Search_Brand,728.88,655,18323,17
2024-06-05,Search_Generic,585.4,526,14716,13
2024-06-05,PerformanceMax_Revenue,755.95,679,19003,17
2024-06-06,Search_Brand,486.55,385,11547,10
2024-06-06,Search_Generic,486.81,385,11554,10
2024-06-06,PerformanceMax_Revenue,708.77,561,16822,14
2024-06-07,Search_Brand,421.45,364,11061,9
2024-06-07,Search_Generic,431.13,373,11316,9
2024-06-07,PerformanceMax_Revenue,514.74,445,13510,11
2024-06-08,Search_Brand,641.8,549,15731,14
2024-06-08,Search_Generic,447.86,383,10977,10
2024-06-08,PerformanceMax_Revenue,482.68,413,11830,10
2024-06-09,Search_Brand,336.82,287,7471,8
2024-06-09,Search_Generic,420.0,358,9315,10
2024-06-09,PerformanceMax_Revenue,400.5,342,8883,9
2024-06-10,Search_Brand,558.76,440,12018,11
2024-06-10,Search_Generic,518.89,408,11160,10
2024-06-10,PerformanceMax_Revenue,614.58,484,13219,12
2024-06-11,Search_Brand,772.83,706,20858,19
2024-06-11,Search_Generic,837.72,766,22609,21
2024-06-11,PerformanceMax_Revenue,811.19,741,21893,20
2024-06-12,Search_Brand,487.53,359,9625,10
2024-06-12,Search_Generic,490.96,361,9692,10
2024-06-12,PerformanceMax_Revenue,686.41,505,13551,15
2024-06-13,Search_Brand,516.16,411,15573,10
2024-06-13,Search_Generic,549.0,438,16564,11
2024-06-13,PerformanceMax_Revenue,856.56,683,25844,18
2024-06-14,Search_Brand,406.83,335,8734,8
2024-06-14,Search_Generic,559.77,462,12017,12
2024-06-14,PerformanceMax_Revenue,536.51,442,11518,11
2024-06-15,Search_Brand,383.03,319,10739,8
2024-06-15,Search_Generic,417.49,348,11705,9
2024-06-15,PerformanceMax_Revenue,627.87,524,17603,14
2024-06-16,Search_Brand,480.72,395,11671,11
2024-06-16,Search_Generic,489.1,402,11874,11
2024-06-16,PerformanceMax_Revenue,633.97,521,15392,15
2024-06-17,Search_Brand,440.46,359,11346,10
2024-06-17,Search_Generic,584.82,476,15065,13
2024-06-17,PerformanceMax_Revenue,621.64,506,16014,14
2024-06-18,Search_Brand,587.08,476,15302,12
2024-06-18,Search_Generic,403.34,327,10513,8
2024-06-18,PerformanceMax_Revenue,625.2,507,16296,13
2024-06-19,Search_Brand,546.76,445,11570,12
2024-06-19,Search_Generic,521.95,425,11045,12
2024-06-19,PerformanceMax_Revenue,570.14,464,12064,13
2024-06-20,Search_Brand,448.55,372,11082,9
2024-06-20,Search_Generic,523.31,434,12929,11
2024-06-20,PerformanceMax_Revenue,497.79,413,12299,10
